analysis,transition,direction,cancer_type,n_limma_z_stratum,n_limma_z_with_peptide,pct_limma_z_stratum_with_peptide,overall_tr_canonical_pct,n_canonical_tr,n_canonical_tr_with_peptide,overall_tcga_matrix_lnc_pct,n_matrix_lnc_genes,n_matrix_lnc_with_peptide,peptide_gene_set,peptide_genes_tsv
stage,E_L,up,BLCA,51,2,3.9215686274509802,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,BRCA,2,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,COAD,23,4,17.391304347826086,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,HNSC,4,1,25.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,KIRC,58,2,3.4482758620689653,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,KIRP,63,9,14.285714285714286,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,LIHC,8,3,37.5,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,LUAD,22,1,4.545454545454546,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,LUSC,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,PAAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,STAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,up,THCA,75,4,5.333333333333333,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,BLCA,31,2,6.451612903225806,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,BRCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,COAD,11,1,9.090909090909092,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,HNSC,2,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,KIRC,46,1,2.1739130434782608,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,KIRP,40,1,2.5,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,LIHC,11,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,LUAD,25,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,LUSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,PAAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,STAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,down,THCA,39,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,BLCA,82,4,4.878048780487805,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,BRCA,2,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,COAD,34,5,14.705882352941176,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,HNSC,6,1,16.666666666666668,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,KIRC,104,3,2.8846153846153846,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,KIRP,103,10,9.70873786407767,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,LIHC,19,3,15.789473684210526,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,LUAD,47,1,2.127659574468085,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,LUSC,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,PAAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,STAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,E_L,combined,THCA,114,4,3.508771929824561,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,BLCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,BRCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,COAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,HNSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,KIRC,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,KIRP,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,LIHC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,LUAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,LUSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,PAAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,STAD,3,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,up,THCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,BLCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,BRCA,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,COAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,HNSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,KIRC,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,KIRP,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,LIHC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,LUAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,LUSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,PAAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,STAD,8,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,down,THCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,BLCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,BRCA,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,COAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,HNSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,KIRC,2,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,KIRP,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,LIHC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,LUAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,LUSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,PAAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,STAD,11,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,III_IV,combined,THCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,BLCA,48,3,6.25,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,BRCA,14,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,COAD,12,1,8.333333333333334,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,HNSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,KIRC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,KIRP,1,0,0.0,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,LIHC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,LUAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,LUSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,PAAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,STAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,up,THCA,89,6,6.741573033707865,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,down,BLCA,28,1,3.5714285714285716,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,down,BRCA,3,1,33.333333333333336,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,down,COAD,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,down,ESCA,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,down,HNSC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
stage,II_III,down,KIRC,0,0,,4.291044776119403,1608,69,1.999326825984517,14855,297,all_smprot_filtered,C:\Users\stavz\Desktop\masters\UNDEFINED\paper-github\data\smprot_filtered.tsv
